I0205 11:33:55.719401       1 log.go:244] FLAG: --add-dir-header="false"
E0205 11:33:57.227288       1 base_controller.go:161] "controller failed to sync" err="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\"" key="real-spoke1/license-proxyserver" error="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\""
E0205 11:33:57.346371       1 base_controller.go:161] "controller failed to sync" err="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\"" key="real-spoke1/license-proxyserver" error="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\""
E0205 11:33:57.571477       1 base_controller.go:161] "controller failed to sync" err="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\"" key="real-spoke1/license-proxyserver" error="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\""
E0205 11:33:57.721824       1 base_controller.go:161] "controller failed to sync" err="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\"" key="real-spoke1/license-proxyserver" error="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\""
E0205 11:33:57.845484       1 base_controller.go:161] "controller failed to sync" err="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\"" key="real-spoke1/license-proxyserver" error="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\""
E0205 11:33:57.903811       1 base_controller.go:161] "controller failed to sync" err="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\"" key="real-spoke1/license-proxyserver" error="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\""
E0205 11:33:58.077639       1 base_controller.go:161] "controller failed to sync" err="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\"" key="real-spoke1/license-proxyserver" error="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\""
E0205 11:33:58.829225       1 base_controller.go:161] "controller failed to sync" err="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\"" key="real-spoke1/license-proxyserver" error="Internal error occurred: failed calling webhook \"manifestworkvalidators.admission.work.open-cluster-management.io\": failed to call webhook: Post \"https://cluster-manager-work-webhook.open-cluster-management-hub.svc:9443/validate-work-open-cluster-management-io-v1-manifestwork?timeout=10s\": no endpoints available for service \"cluster-manager-work-webhook\""
E0205 11:34:00.272330       1 base_controller.go:161] "controller failed to sync" err="failed to update addon real-spoke1/license-proxyserver: failed to update addon status: Operation cannot be fulfilled on managedclusteraddons.addon.open-cluster-management.io \"license-proxyserver\": the object has been modified; please apply your changes to the latest version and try again" key="real-spoke1/license-proxyserver" error="failed to update addon real-spoke1/license-proxyserver: failed to update addon status: Operation cannot be fulfilled on managedclusteraddons.addon.open-cluster-management.io \"license-proxyserver\": the object has been modified; please apply your changes to the latest version and try again"
I0205 11:34:05.269230       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="9021907703102128938" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 12:34 UTC"
I0205 11:34:06.676204       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="3788718181041601267" product="stash" plan="stash-enterprise" expiry="05 Feb 26 12:34 UTC"
I0205 12:28:57.000920       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 12:28:57.000984       1 store.go:126] "removing license" licenseID="9021907703102128938" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 12:34 UTC"
I0205 12:28:58.633457       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="6987836695996639501" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 13:28 UTC"
I0205 12:28:58.633606       1 store.go:126] "removing license" licenseID="9021907703102128938" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 12:34 UTC"
I0205 12:28:58.633623       1 store.go:126] "removing license" licenseID="9021907703102128938" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 12:34 UTC"
I0205 12:29:00.001179       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 12:29:00.001235       1 store.go:126] "removing license" licenseID="3788718181041601267" product="stash" plan="stash-enterprise" expiry="05 Feb 26 12:34 UTC"
I0205 12:29:00.001346       1 store.go:126] "removing license" licenseID="3788718181041601267" product="stash" plan="stash-enterprise" expiry="05 Feb 26 12:34 UTC"
I0205 12:29:01.286762       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="1697784823732972558" product="stash" plan="stash-enterprise" expiry="05 Feb 26 13:29 UTC"
I0205 13:23:52.000966       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 13:23:52.001026       1 store.go:126] "removing license" licenseID="6987836695996639501" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 13:28 UTC"
I0205 13:23:53.909698       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="5915214686439195459" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 14:23 UTC"
I0205 13:23:53.909841       1 store.go:126] "removing license" licenseID="6987836695996639501" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 13:28 UTC"
I0205 13:23:53.909862       1 store.go:126] "removing license" licenseID="6987836695996639501" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 13:28 UTC"
I0205 13:23:55.000357       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 13:23:55.000425       1 store.go:126] "removing license" licenseID="1697784823732972558" product="stash" plan="stash-enterprise" expiry="05 Feb 26 13:29 UTC"
I0205 13:23:55.000536       1 store.go:126] "removing license" licenseID="1697784823732972558" product="stash" plan="stash-enterprise" expiry="05 Feb 26 13:29 UTC"
I0205 13:23:56.163063       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="3339331796010420629" product="stash" plan="stash-enterprise" expiry="05 Feb 26 14:23 UTC"
I0205 13:43:36.920736       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 14:18:47.000450       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 14:18:47.000497       1 store.go:126] "removing license" licenseID="5915214686439195459" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 14:23 UTC"
I0205 14:18:48.794098       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="8020967995961258455" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 15:18 UTC"
I0205 14:18:48.794207       1 store.go:126] "removing license" licenseID="5915214686439195459" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 14:23 UTC"
I0205 14:18:48.794220       1 store.go:126] "removing license" licenseID="5915214686439195459" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 14:23 UTC"
I0205 14:18:50.000788       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 14:18:50.000853       1 store.go:126] "removing license" licenseID="3339331796010420629" product="stash" plan="stash-enterprise" expiry="05 Feb 26 14:23 UTC"
I0205 14:18:50.000948       1 store.go:126] "removing license" licenseID="3339331796010420629" product="stash" plan="stash-enterprise" expiry="05 Feb 26 14:23 UTC"
I0205 14:18:51.262531       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="4896942141971146741" product="stash" plan="stash-enterprise" expiry="05 Feb 26 15:18 UTC"
I0205 14:48:27.057384       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 15:13:42.001033       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 15:13:42.001092       1 store.go:126] "removing license" licenseID="8020967995961258455" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 15:18 UTC"
I0205 15:13:46.005744       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="3205288022234219965" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 16:13 UTC"
I0205 15:13:46.005887       1 store.go:126] "removing license" licenseID="8020967995961258455" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 15:18 UTC"
I0205 15:13:46.005908       1 store.go:126] "removing license" licenseID="8020967995961258455" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 15:18 UTC"
I0205 15:13:46.005918       1 store.go:126] "removing license" licenseID="4896942141971146741" product="stash" plan="stash-enterprise" expiry="05 Feb 26 15:18 UTC"
I0205 15:13:46.006004       1 store.go:126] "removing license" licenseID="4896942141971146741" product="stash" plan="stash-enterprise" expiry="05 Feb 26 15:18 UTC"
I0205 15:13:47.450023       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="4864999945010349992" product="stash" plan="stash-enterprise" expiry="05 Feb 26 16:13 UTC"
I0205 15:53:17.193777       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 16:08:40.000852       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 16:08:40.000893       1 store.go:126] "removing license" licenseID="3205288022234219965" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 16:13 UTC"
I0205 16:08:41.867892       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="7792113249756265491" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 17:08 UTC"
I0205 16:08:41.868032       1 store.go:126] "removing license" licenseID="3205288022234219965" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 16:13 UTC"
I0205 16:08:41.868044       1 store.go:126] "removing license" licenseID="3205288022234219965" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 16:13 UTC"
I0205 16:08:41.868050       1 store.go:126] "removing license" licenseID="4864999945010349992" product="stash" plan="stash-enterprise" expiry="05 Feb 26 16:13 UTC"
I0205 16:08:41.868095       1 store.go:126] "removing license" licenseID="4864999945010349992" product="stash" plan="stash-enterprise" expiry="05 Feb 26 16:13 UTC"
I0205 16:08:43.192294       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="2007644169175041840" product="stash" plan="stash-enterprise" expiry="05 Feb 26 17:08 UTC"
I0205 16:42:17.701017       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 16:42:17.798988       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 16:42:17.808086       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 16:42:19.159175       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 16:42:19.221649       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 16:42:19.229160       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 16:58:07.329571       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 17:00:15.619824       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 17:00:15.919228       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 17:00:15.927381       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 17:00:17.325181       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 17:00:17.412816       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 17:00:17.420605       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 17:03:35.000501       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 17:03:35.000544       1 store.go:126] "removing license" licenseID="7792113249756265491" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 17:08 UTC"
I0205 17:03:36.927105       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="4165105407159269401" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 18:03 UTC"
I0205 17:03:36.927238       1 store.go:126] "removing license" licenseID="7792113249756265491" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 17:08 UTC"
I0205 17:03:36.927258       1 store.go:126] "removing license" licenseID="7792113249756265491" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 17:08 UTC"
I0205 17:03:37.000549       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 17:03:37.000585       1 store.go:126] "removing license" licenseID="2007644169175041840" product="stash" plan="stash-enterprise" expiry="05 Feb 26 17:08 UTC"
I0205 17:03:37.000657       1 store.go:126] "removing license" licenseID="2007644169175041840" product="stash" plan="stash-enterprise" expiry="05 Feb 26 17:08 UTC"
I0205 17:03:38.230810       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="8094729369309864150" product="stash" plan="stash-enterprise" expiry="05 Feb 26 18:03 UTC"
I0205 17:58:31.000542       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 17:58:31.000614       1 store.go:126] "removing license" licenseID="4165105407159269401" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 18:03 UTC"
I0205 17:58:32.731802       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="4096796923861010270" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 18:58 UTC"
I0205 17:58:32.731934       1 store.go:126] "removing license" licenseID="4165105407159269401" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 18:03 UTC"
I0205 17:58:32.731953       1 store.go:126] "removing license" licenseID="4165105407159269401" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 18:03 UTC"
I0205 17:58:32.731961       1 store.go:126] "removing license" licenseID="8094729369309864150" product="stash" plan="stash-enterprise" expiry="05 Feb 26 18:03 UTC"
I0205 17:58:32.732293       1 store.go:126] "removing license" licenseID="8094729369309864150" product="stash" plan="stash-enterprise" expiry="05 Feb 26 18:03 UTC"
I0205 17:58:33.966155       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="1889475447517466689" product="stash" plan="stash-enterprise" expiry="05 Feb 26 18:58 UTC"
I0205 18:02:57.465818       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 18:53:26.001085       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 18:53:26.001125       1 store.go:126] "removing license" licenseID="4096796923861010270" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 18:58 UTC"
I0205 18:53:28.061897       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="4178783673708023786" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 19:53 UTC"
I0205 18:53:28.062186       1 store.go:126] "removing license" licenseID="4096796923861010270" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 18:58 UTC"
I0205 18:53:28.062286       1 store.go:126] "removing license" licenseID="4096796923861010270" product="kubedb" plan="kubedb-enterprise" expiry="05 Feb 26 18:58 UTC"
I0205 18:53:28.062375       1 store.go:126] "removing license" licenseID="1889475447517466689" product="stash" plan="stash-enterprise" expiry="05 Feb 26 18:58 UTC"
I0205 18:53:28.062482       1 store.go:126] "removing license" licenseID="1889475447517466689" product="stash" plan="stash-enterprise" expiry="05 Feb 26 18:58 UTC"
I0205 18:53:29.369605       1 license_acquirer.go:151] "acquired new license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c" licenseID="7021629866646794728" product="stash" plan="stash-enterprise" expiry="05 Feb 26 19:53 UTC"
I0205 19:00:20.112656       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 19:00:20.490095       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 19:00:20.500127       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 19:00:21.788932       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
I0205 19:00:22.252531       1 license_acquirer.go:116] "refreshing license" clusterName="real-spoke1" clusterUID="315b081b-588a-4fb3-ae96-7812f9c8ac3c"
